"2306.05321","Matteo Salvador","Matteo Salvador, Marina Strocchi, Francesco Regazzoni, Luca Dede',
  Steven Niederer, Alfio Quarteroni","Real-time whole-heart electromechanical simulations using Latent Neural
  Ordinary Differential Equations",,,,,"math.NA cs.LG cs.NA","http://creativecommons.org/licenses/by-nc-sa/4.0/","  Cardiac digital twins provide a physics and physiology informed framework to
deliver predictive and personalized medicine. However, high-fidelity
multi-scale cardiac models remain a barrier to adoption due to their extensive
computational costs and the high number of model evaluations needed for
patient-specific personalization. Artificial Intelligence-based methods can
make the creation of fast and accurate whole-heart digital twins feasible. In
this work, we use Latent Neural Ordinary Differential Equations (LNODEs) to
learn the temporal pressure-volume dynamics of a heart failure patient. Our
surrogate model based on LNODEs is trained from 400 3D-0D whole-heart
closed-loop electromechanical simulations while accounting for 43 model
parameters, describing single cell through to whole organ and cardiovascular
hemodynamics. The trained LNODEs provides a compact and efficient
representation of the 3D-0D model in a latent space by means of a feedforward
fully-connected Artificial Neural Network that retains 3 hidden layers with 13
neurons per layer and allows for 300x real-time numerical simulations of the
cardiac function on a single processor of a standard laptop. This surrogate
model is employed to perform global sensitivity analysis and robust parameter
estimation with uncertainty quantification in 3 hours of computations, still on
a single processor. We match pressure and volume time traces unseen by the
LNODEs during the training phase and we calibrate 4 to 11 model parameters
while also providing their posterior distribution. This paper introduces the
most advanced surrogate model of cardiac function available in the literature
and opens new important venues for parameter calibration in cardiac digital
twins.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:13:29 GMT""}]","2023-06-09"
"2306.05322","Patrick Behr","Patrick R. Behr, Kevin France, Alexander Brown, Girish Duvvuri, Jacob
  L. Bean, Zachory Berta-Thompson, Cynthia Froning, Yamila Miguel, J. Sebastian
  Pineda, David Wilson, Allison Youngblood","The MUSCLES Extension for Atmospheric and Transmission Spectroscopy: UV
  and X-ray Host-star Observations for JWST ERS & GTO Targets","28 pages, 10 figures, 7 tables, accepted for publication in AJ",,,,"astro-ph.SR astro-ph.EP","http://creativecommons.org/licenses/by/4.0/","  X-ray through infrared spectral energy distributions (SEDs) are essential for
understanding a star's effect on exoplanet atmospheric composition and
evolution. We present a catalog of panchromatic SEDs, hosted on the Barbara A.
Mikulski Archive for Space Telescopes (MAST), for 11 exoplanet hosting stars
which have guaranteed JWST observation time as part of the ERS or GTO programs
but have no previous UV characterization. The stars in this survey range from
spectral type F4-M6 (0.14-1.57 M$_\odot$), rotation periods of ~4-132 days, and
ages of approximately 0.5-11.4 Gyr. The SEDs are composite spectra using data
from the Chandra X-ray Observatory and XMM-Newton, the Hubble Space Telescope,
BT-Settl stellar atmosphere models, and scaled spectra of proxy stars of
similar spectral type and activity. From our observations, we have measured a
set of UV and X-ray fluxes as indicators of stellar activity level. We compare
the chromospheric and coronal activity indicators of our exoplanet-hosting
stars to the broader population of field stars and find that a majority of our
targets have activity levels lower than the average population of cool stars in
the solar neighborhood. This suggests that using SEDs of stars selected from
exoplanet surveys to compute generic exoplanet atmosphere models may
underestimate the typical host star's UV flux by an order of magnitude or more,
and consequently, that the observed population of exoplanetary atmospheres
receive lower high-energy flux levels than the typical planet in the solar
neighborhood.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:13:38 GMT""}]","2023-06-09"
"2306.05323","Tommaso Mario Buonocore","Claudio Crema, Tommaso Mario Buonocore, Silvia Fostinelli, Enea
  Parimbelli, Federico Verde, Cira Fundar\`o, Marina Manera, Matteo Cotta
  Ramusino, Marco Capelli, Alfredo Costa, Giuliano Binetti, Riccardo Bellazzi
  and Alberto Redolfi","Advancing Italian Biomedical Information Extraction with Large Language
  Models: Methodological Insights and Multicenter Practical Application",,,,,"cs.CL cs.AI cs.LG","http://creativecommons.org/licenses/by-nc-nd/4.0/","  The introduction of computerized medical records in hospitals has reduced
burdensome operations like manual writing and information fetching. However,
the data contained in medical records are still far underutilized, primarily
because extracting them from unstructured textual medical records takes time
and effort. Information Extraction, a subfield of Natural Language Processing,
can help clinical practitioners overcome this limitation, using automated
text-mining pipelines. In this work, we created the first Italian
neuropsychiatric Named Entity Recognition dataset, PsyNIT, and used it to
develop a Large Language Model for this task. Moreover, we conducted several
experiments with three external independent datasets to implement an effective
multicenter model, with overall F1-score 84.77%, Precision 83.16%, Recall
86.44%. The lessons learned are: (i) the crucial role of a consistent
annotation process and (ii) a fine-tuning strategy that combines classical
methods with a ""few-shot"" approach. This allowed us to establish methodological
guidelines that pave the way for future implementations in this field and allow
Italian hospitals to tap into important research opportunities.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:15:46 GMT""}]","2023-06-09"
"2306.05324","William Stewart","William Stewart, Mohammad Askari, Ma\""ik Guihard, and Dario Floreano","Perching by hugging: an initial feasibility study","Un-Peer Reviewed. Presented at the ICRA 2021 Aerial Robotics Workshop",,,,"cs.RO","http://creativecommons.org/licenses/by/4.0/","  Current UAVs capable of perching require added structure and mechanisms to
accomplish this. These take the form of hooks, claws, needles, etc which add
weight and usually drag. We propose in this paper the dual use of structures
already on the vehicle to enable perching, thus reducing the weight and drag
cost associated with perching UAVs. We propose a wing design capable of
passively wrapping around a vertical pole to perch. We experimentally
investigate the feasibility of the design, presenting results on minimum
required perching speeds as well as the effect of weight distribution on the
success rate of the wing wrapping. Finally, we comment on design requirements
for holding onto the pole based on our findings.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:16:29 GMT""}]","2023-06-09"
"2306.05325","Ali Ramezani-Kebrya","Ali Ramezani-Kebrya, Fanghui Liu, Thomas Pethick, Grigorios Chrysos,
  Volkan Cevher","Federated Learning under Covariate Shifts with Generalization Guarantees","Published in Transactions on Machine Learning Research (TMLR)",,,,"cs.LG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper addresses intra-client and inter-client covariate shifts in
federated learning (FL) with a focus on the overall generalization performance.
To handle covariate shifts, we formulate a new global model training paradigm
and propose Federated Importance-Weighted Empirical Risk Minimization (FTW-ERM)
along with improving density ratio matching methods without requiring perfect
knowledge of the supremum over true ratios. We also propose the
communication-efficient variant FITW-ERM with the same level of privacy
guarantees as those of classical ERM in FL. We theoretically show that FTW-ERM
achieves smaller generalization error than classical ERM under certain
settings. Experimental results demonstrate the superiority of FTW-ERM over
existing FL baselines in challenging imbalanced federated settings in terms of
data distribution shifts across clients.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:18:08 GMT""}]","2023-06-09"
"2306.05326","Jinghao Yu","Jinghao Yu, Zhengyu Zong","Torus knots in Lens spaces, open Gromov-Witten invariants, and
  topological recursion","43 pages, 6 figures",,,,"math.AG math-ph math.GT math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Starting from a torus knot $\mathcal{K}$ in the lens space $L(p,-1)$, we
construct a Lagrangian sub-manifold $L_{\mathcal{K}}$ in
$\mathcal{X}=\big(\mathcal{O}_{\mathbb{P}^1}(-1)\oplus
\mathcal{O}_{\mathbb{P}^1}(-1)\big)/\mathbb{Z}_p$ under the conifold
transition. We prove a mirror theorem which relates the all genus open-closed
Gromov-Witten invariants of $(\mathcal{X},L_{\mathcal{K}})$ to the topological
recursion on the B-model spectral curve. This verifies a conjecture in
\cite{Bor-Bri} in the case of lens space.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:20:46 GMT""}]","2023-06-09"
"2306.05327","Nathan Clayburn","Nathan B. Clayburn, Larry R. Hunter","Using Earth to Search for Long-Range Spin-Velocity Interactions","6 pages, 1 figure, 1 table",,,,"hep-ph physics.atom-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Precision measurements of the possible coupling of spin to other scalars,
vectors and pseudovectors has proven to be a sensitive way to search for new
particle physics beyond the standard model. Indeed, in addition to searching
for exotic spin-spin interactions, studies have been undertaken to look for
couplings of spin to gravity, the relative velocity between particles, and
preferred directions. Several laboratory experiments have established upper
bounds on the energy associated with various fermion spin-orientations relative
to Earth. Here, we combine these results with a model of Earth in order to
investigate the possible long-range spin-velocity interactions associated with
the exchange of ultralight ($m_{z'}<1$ neV) or massless scalar or vector
bosons. We establish stringent bounds on the strength of these couplings
between electrons, neutrons, protons and nucleons.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:24:13 GMT""}]","2023-06-09"
"2306.05328","Tyler Shendruk N","Louise C. Head, Claire Dore, Ryan Keogh, Lasse Bonn, Amin
  Doostmohammadi, Kristian Thijssen, Teresa Lopez-Leon, Tyler N. Shendruk","Spontaneous Self-Constraint in Active Nematic Flows","10 pages, 4 figures",,,,"cond-mat.soft physics.bio-ph physics.flu-dyn","http://creativecommons.org/licenses/by/4.0/","  Active processes drive and guide biological dynamics across scales -- from
subcellular cytoskeletal remodelling, through tissue development in
embryogenesis, to population-level bacterial colonies expansion. In each of
these, biological functionality requires collective flows to occur while
self-organized structures are protected; however, the mechanisms by which
active flows can spontaneously constrain their dynamics to preserve structure
have not previously been explained. By studying collective flows and defect
dynamics in active nematic films, we demonstrate the existence of a
self-constraint -- a two-way, spontaneously arising relationship between
activity-driven isosurfaces of flow boundaries and mesoscale nematic
structures. Our results show that self-motile defects are tightly constrained
to viscometric surfaces -- contours along which vorticity and strain-rate
balance. This in turn reveals that self-motile defects break mirror symmetry
when they move along a single viscometric surface, in contrast with
expectations. This is explained by an interdependence between viscometric
surfaces and bend walls -- elongated narrow kinks in the orientation field.
Although we focus on extensile nematic films, numerical results show the
constraint holds whenever activity leads to motile half-charge defects. This
mesoscale cross-field self-constraint offers a new framework for tackling
complex 3D active turbulence, designing dynamic control into biomimetic
materials, and understanding how biological systems can employ active stress
for dynamic self-organization.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:27:09 GMT""}]","2023-06-09"
"2306.05329","Abolfazl Akbari","Abolfazl Akbari, Saeed Mozaffari, Rajmeet Singh, Majid Ahmadi,
  Shahpour Alirezaee","Movement Optimization of Robotic Arms for Energy and Time Reduction
  using Evolutionary Algorithms",,,,,"cs.RO cs.NA cs.SY eess.SY math.NA math.OC","http://creativecommons.org/licenses/by/4.0/","  Trajectory optimization of a robot manipulator consists of both optimization
of the robot movement as well as optimization of the robot end-effector path.
This paper aims to find optimum movement parameters including movement type,
speed, and acceleration to minimize robot energy. Trajectory optimization by
minimizing the energy would increase the longevity of robotic manipulators. We
utilized the particle swarm optimization method to find the movement parameters
leading to minimum energy consumption. The effectiveness of the proposed method
is demonstrated on different trajectories. Experimental results show that 49%
efficiency was obtained using a UR5 robotic arm.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:28:53 GMT""}]","2023-06-09"
"2306.05330","Mihai Tibar","Ying Chen, Cezar Joi\c{t}a, and Mihai Tib\u{a}r","Tamely composable maps, I",,,,,"math.AG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study composed map germs with respect to their local fibrations. Under
very general conditions inspired by the tameness condition introduced recetly
in [JT], we prove the existence of singular tube fibrations, and we determine
the topology of fibres.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:31:25 GMT""}]","2023-06-09"
"2306.05331","Yangyang Yu","Yangyang Yu, Jordan W. Suchow","Actively learning a Bayesian matrix fusion model with deep side
  information",,,,,"cs.AI cs.CE","http://creativecommons.org/licenses/by/4.0/","  High-dimensional deep neural network representations of images and concepts
can be aligned to predict human annotations of diverse stimuli. However, such
alignment requires the costly collection of behavioral responses, such that, in
practice, the deep-feature spaces are only ever sparsely sampled. Here, we
propose an active learning approach to adaptively sampling experimental stimuli
to efficiently learn a Bayesian matrix factorization model with deep side
information. We observe a significant efficiency gain over a passive baseline.
Furthermore, with a sequential batched sampling strategy, the algorithm is
applicable not only to small datasets collected from traditional laboratory
experiments but also to settings where large-scale crowdsourced data collection
is needed to accurately align the high-dimensional deep feature representations
derived from pre-trained networks.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:31:47 GMT""}]","2023-06-09"
"2306.05332","Ankush Mandal","Ankush Mandal, Dipanjan Mukherjee, Andrea Mignone","A self-gravity module for the PLUTO code","Submitted to ApJS. Comments are welcome",,,,"astro-ph.IM astro-ph.EP astro-ph.GA astro-ph.HE astro-ph.SR physics.comp-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present a novel implementation of an iterative solver for the solution of
the Poisson equation in the PLUTO code for astrophysical fluid dynamics. Our
solver relies on a relaxation method in which convergence is sought as the
steady-state solution of a parabolic equation, whose time-discretization is
governed by the \textit{Runge-Kutta-Legendre} (RKL) method. Our findings
indicate that the RKL-based Poisson solver, which is both fully parallel and
rapidly convergent, has the potential to serve as a practical alternative to
conventional iterative solvers such as the \textit{Gauss-Seidel} (GS) and
\textit{successive over-relaxation} (SOR) methods. Additionally, it can
mitigate some of the drawbacks of these traditional techniques. We incorporate
our algorithm into a multigrid solver to provide a simple and efficient gravity
solver that can be used to obtain the gravitational potentials in
self-gravitational hydrodynamics. We test our implementation against a broad
range of standard self-gravitating astrophysical problems designed to examine
different aspects of the code. We demonstrate that the results match
excellently with the analytical predictions (when available), and the findings
of similar previous studies.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:32:14 GMT""}]","2023-06-09"
"2306.05333","Geng Li","Geng Li and Jusak Tandean","FCNC charmed-hadron decays with invisible singlet particles in light of
  recent data","24 pages, 38 figures",,,,"hep-ph","http://creativecommons.org/licenses/by/4.0/","  The flavor-changing neutral current (FCNC) decays of charmed hadrons with
missing energy ($\slashed E$) can serve as potentially promising hunting
grounds for hints of new physics, as the standard-model backgrounds are very
suppressed. A few of such processes have been searched for in recent
experiments, particularly $D^0\to\slashed E$ by Belle and $D^0\to\pi^0\slashed
E$ and $\Lambda_c^+\to p\slashed E$ by BESIII, resulting in upper bounds on
their branching fractions. We consider them to illuminate the possible
contributions of the quark transition $c\to u\slashed E$ with a couple of
invisible spinless bosons carrying away the missing energy, assuming that they
are not charge conjugates of each other and hence can have unequal masses. We
find that these data are complementary in that they constrain different sets of
the underlying operators and do not cover the same ranges of the bosons'
masses, but there are regions not yet accessible. From the allowed parameter
space, we show that other $D$-meson decays, such as $D\to\rho\slashed E$, and
the charmed-baryon ones $\Xi_c\to(\Sigma,\Lambda)\slashed E$ can have sizable
branching fractions and therefore may offer further probes of the new-physics
interactions. We point out the importance of $D^0\to\gamma\slashed E$ which are
not yet searched for but could access parts of the parameter space beyond the
reach of the other modes. In addition, we look at a scenario where the
invisibles are instead fermionic, namely sterile neutrinos, and a scalar
leptoquark mediates $c\to u\slashed E$. We discuss the implications of the
aforesaid bounds for this model. The predictions we make for the various
charmed-hadron decays in the different scenarios may be testable in the near
future by BESIII and Belle II.
","[{""version"":""v1"",""created"":""Thu, 8 Jun 2023 16:32:26 GMT""}]","2023-06-09"
