"2303.08030","Qianqian Qi","Qianqian Qi, David J. Hessen, Peter G. M. van der Heijden","Improving information retrieval through correspondence analysis instead
  of latent semantic analysis",,,,,"cs.IR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Both latent semantic analysis (LSA) and correspondence analysis (CA) are
dimensionality reduction techniques that use singular value decomposition (SVD)
for information retrieval. Theoretically, the results of LSA display both the
association between documents and terms, and marginal effects; in comparison,
CA only focuses on the associations between documents and terms. Marginal
effects are usually not relevant for information retrieval, and therefore, from
a theoretical perspective CA is more suitable for information retrieval.
  In this paper, we empirically compare LSA and CA. The elements of the raw
document-term matrix are weighted, and the weighting exponent of singular
values is adjusted to improve the performance of LSA. We explore whether these
two weightings also improve the performance of CA. In addition, we compare the
optimal singular value weighting exponents for LSA and CA to identify what the
initial dimensions in LSA correspond to.
  The results for four empirical datasets show that CA always performs better
than LSA. Weighting the elements of the raw data matrix can improve CA;
however, it is data dependent and the improvement is small. Adjusting the
singular value weighting exponent usually improves the performance of CA;
however, the extent of the improved performance depends on the dataset and
number of dimensions. In general, CA needs a larger singular value weighting
exponent than LSA to obtain the optimal performance. This indicates that CA
emphasizes initial dimensions more than LSA, and thus, margins play an
important role in the initial dimensions in LSA.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:10:55 GMT""}]","2023-03-15"
"2303.08032","Piotr Przyby{\l}a","Piotr Przyby{\l}a, Alexander Shvets, Horacio Saggion","BODEGA: Benchmark for Adversarial Example Generation in Credibility
  Assessment",,,,,"cs.CL cs.LG","http://creativecommons.org/licenses/by/4.0/","  Text classification methods have been widely investigated as a way to detect
content of low credibility: fake news, social media bots, propaganda, etc.
Quite accurate models (likely based on deep neural networks) help in moderating
public electronic platforms and often cause content creators to face rejection
of their submissions or removal of already published texts. Having the
incentive to evade further detection, content creators try to come up with a
slightly modified version of the text (known as an attack with an adversarial
example) that exploit the weaknesses of classifiers and result in a different
output. Here we introduce BODEGA: a benchmark for testing both victim models
and attack methods on four misinformation detection tasks in an evaluation
framework designed to simulate real use-cases of content moderation. We also
systematically test the robustness of popular text classifiers against
available attacking techniques and discover that, indeed, in some cases barely
significant changes in input text can mislead the models. We openly share the
BODEGA code and data in hope of enhancing the comparability and replicability
of further research in this area.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:11:47 GMT""}]","2023-03-15"
"2303.08034","Alexandre Anahory Simoes","Alexandre Anahory Simoes, David Mart\'in de Diego and Bernhard Maschke","Discrete gradient methods for irreversible port-Hamiltonian systems","8 pages, conference paper",,,,"math.NA cs.NA math-ph math.DS math.MP","http://creativecommons.org/licenses/by/4.0/","  In this paper we introduce discrete gradient methods to discretize
irreversible port-Hamiltonian systems showing that the main qualitative
properties of the continuous system are preserved using this kind
discretizations methods.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:15:10 GMT""}]","2023-03-15"
"2303.08035","Alessio Colucci","Alessio Colucci, Andreas Steininger, Muhammad Shafique","ISimDL: Importance Sampling-Driven Acceleration of Fault Injection
  Simulations for Evaluating the Robustness of Deep Learning","Submission under review",,,,"cs.LG cs.AI cs.CV","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Deep Learning (DL) systems have proliferated in many applications, requiring
specialized hardware accelerators and chips. In the nano-era, devices have
become increasingly more susceptible to permanent and transient faults.
Therefore, we need an efficient methodology for analyzing the resilience of
advanced DL systems against such faults, and understand how the faults in
neural accelerator chips manifest as errors at the DL application level, where
faults can lead to undetectable and unrecoverable errors. Using fault
injection, we can perform resilience investigations of the DL system by
modifying neuron weights and outputs at the software-level, as if the hardware
had been affected by a transient fault. Existing fault models reduce the search
space, allowing faster analysis, but requiring a-priori knowledge on the model,
and not allowing further analysis of the filtered-out search space. Therefore,
we propose ISimDL, a novel methodology that employs neuron sensitivity to
generate importance sampling-based fault-scenarios. Without any a-priori
knowledge of the model-under-test, ISimDL provides an equivalent reduction of
the search space as existing works, while allowing long simulations to cover
all the possible faults, improving on existing model requirements. Our
experiments show that the importance sampling provides up to 15x higher
precision in selecting critical faults than the random uniform sampling,
reaching such precision in less than 100 faults. Additionally, we showcase
another practical use-case for importance sampling for reliable DNN design,
namely Fault Aware Training (FAT). By using ISimDL to select the faults leading
to errors, we can insert the faults during the DNN training process to harden
the DNN against such faults. Using importance sampling in FAT reduces the
overhead required for finding faults that lead to a predetermined drop in
accuracy by more than 12x.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:15:28 GMT""},{""version"":""v2"",""created"":""Thu, 25 May 2023 07:54:27 GMT""}]","2023-05-26"
"2303.08036","Francis Lazarus","Vincent Delecroix, Matthijs Ebbens, Francis Lazarus, Ivan Yakovlev","Algorithms for Length Spectra of Combinatorial Tori","33 pages, 16 figures",,,,"cs.CG math.GT math.MG","http://creativecommons.org/licenses/by/4.0/","  Consider a weighted, undirected graph cellularly embedded on a topological
surface. The function assigning to each free homotopy class of closed curves
the length of a shortest cycle within this homotopy class is called the marked
length spectrum. The (unmarked) length spectrum is obtained by just listing the
length values of the marked length spectrum in increasing order.
  In this paper, we describe algorithms for computing the (un)marked length
spectra of graphs embedded on the torus. More specifically, we preprocess a
weighted graph of complexity $n$ in time $O(n^2 \log \log n)$ so that, given a
cycle with $\ell$ edges representing a free homotopy class, the length of a
shortest homotopic cycle can be computed in $O(\ell+\log n)$ time. Moreover,
given any positive integer $k$, the first $k$ values of its unmarked length
spectrum can be computed in time $O(k \log n)$.
  Our algorithms are based on a correspondence between weighted graphs on the
torus and polyhedral norms. In particular, we give a weight independent bound
on the complexity of the unit ball of such norms. As an immediate consequence
we can decide if two embedded weighted graphs have the same marked spectrum in
polynomial time. We also consider the problem of comparing the unmarked spectra
and provide a polynomial time algorithm in the unweighted case and a randomized
polynomial time algorithm otherwise.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:15:33 GMT""}]","2023-03-15"
"2303.08037","Omkar Ramachandran","Omkar H. Ramachandran, Leo C. Kempel, John Luginsland, B. Shanker","A Charge Conserving Exponential Predictor Corrector FEMPIC Formulation
  for Relativistic Particle Simulations","12 pages, 15 figures",,"10.1109/TPS.2023.3244030",,"math.NA cs.NA physics.comp-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The state of art of charge-conserving electromagnetic finite element
particle-in-cell has grown by leaps and bounds in the past few years. These
advances have primarily been achieved for leap-frog time stepping schemes for
Maxwell solvers, in large part, due to the method strictly following the proper
space for representing fields, charges, and measuring currents. Unfortunately,
leap-frog based solvers (and their other incarnations) are only conditionally
stable. Recent advances have made Electromagnetic Finite Element
Particle-in-Cell (EM-FEMPIC) methods built around unconditionally stable time
stepping schemes were shown to conserve charge. Together with the use of a
quasi-Helmholtz decomposition, these methods were both unconditionally stable
and satisfied Gauss' Laws to machine precision. However, this architecture was
developed for systems with explicit particle integrators where fields and
velocities were off by a time step. While completely self-consistent methods
exist in the literature, they follow the classic rubric: collect a system of
first order differential equations (Maxwell and Newton equations) and use an
integrator to solve the combined system. These methods suffer from the same
side-effect as earlier--they are conditionally stable. Here we propose a
different approach; we pair an unconditionally stable Maxwell solver to an
exponential predictor-corrector method for Newton's equations. As we will show
via numerical experiments, the proposed method conserves energy within a PIC
scheme, has an unconditionally stable EM solve, solves Newton's equations to
much higher accuracy than a traditional Boris solver and conserves charge to
machine precision. We further demonstrate benefits compared to other polynomial
methods to solve Newton's equations, like the well known Boris push.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:15:56 GMT""}]","2023-05-10"
"2303.08038","Yanjun Gao","Yanjun Gao, Dmitriy Dligach, Timothy Miller, Matthew M Churpek, Ozlem
  Uzuner, Majid Afshar","Progress Note Understanding -- Assessment and Plan Reasoning: Overview
  of the 2022 N2C2 Track 3 Shared Task","To appear in Journal of Biomedical Informatics",,,,"cs.AI cs.CL","http://creativecommons.org/licenses/by-nc-sa/4.0/","  Daily progress notes are common types in the electronic health record (EHR)
where healthcare providers document the patient's daily progress and treatment
plans. The EHR is designed to document all the care provided to patients, but
it also enables note bloat with extraneous information that distracts from the
diagnoses and treatment plans. Applications of natural language processing
(NLP) in the EHR is a growing field with the majority of methods in information
extraction. Few tasks use NLP methods for downstream diagnostic decision
support. We introduced the 2022 National NLP Clinical Challenge (N2C2) Track 3:
Progress Note Understanding - Assessment and Plan Reasoning as one step towards
a new suite of tasks. The Assessment and Plan Reasoning task focuses on the
most critical components of progress notes, Assessment and Plan subsections
where health problems and diagnoses are contained. The goal of the task was to
develop and evaluate NLP systems that automatically predict causal relations
between the overall status of the patient contained in the Assessment section
and its relation to each component of the Plan section which contains the
diagnoses and treatment plans. The goal of the task was to identify and
prioritize diagnoses as the first steps in diagnostic decision support to find
the most relevant information in long documents like daily progress notes. We
present the results of 2022 n2c2 Track 3 and provide a description of the data,
evaluation, participation and system performance.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:17:55 GMT""}]","2023-03-15"
"2303.08040","Carlos Mougan","Carlos Mougan, Laura State, Antonio Ferrara, Salvatore Ruggieri,
  Steffen Staab","Demographic Parity Inspector: Fairness Audits via the Explanation Space",,,,,"cs.LG cs.CY","http://creativecommons.org/licenses/by/4.0/","  Even if deployed with the best intentions, machine learning methods can
perpetuate, amplify or even create social biases. Measures of (un-)fairness
have been proposed as a way to gauge the (non-)discriminatory nature of machine
learning models. However, proxies of protected attributes causing
discriminatory effects remain challenging to address. In this work, we propose
a new algorithmic approach that measures group-wise demographic parity
violations and allows us to inspect the causes of inter-group discrimination.
Our method relies on the novel idea of measuring the dependence of a model on
the protected attribute based on the explanation space, an informative space
that allows for more sensitive audits than the primary space of input data or
prediction distributions, and allowing for the assertion of theoretical
demographic parity auditing guarantees. We provide a mathematical analysis,
synthetic examples, and experimental evaluation of real-world data. We release
an open-source Python package with methods, routines, and tutorials.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:19:44 GMT""}]","2023-03-15"
"2303.08041","Anton Tselishchev","Anton Tselishchev","On multipliers into martingale $SL^\infty$ spaces for arbitrary
  filtrations","15 pages",,,,"math.PR math.CA math.FA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this paper we study the following problem: for a given bounded positive
function $f$ on a filtered probability space can we find another function (a
multiplier) $m$, $0\le m\le 1$, such that the function $mf$ is not ``too
small'' but its square function is bounded? We explicitly show how to construct
such multipliers for the usual martingale square function and for so-called
conditional square function. Besides that, we show that for the usual square
function more general statement can be obtained by application of a
non-constructive abstract correction theorem by S. V. Kislyakov.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:21:59 GMT""}]","2023-03-15"
"2303.08042","Edo Kussell","Spencer Hobson-Gutierrez and Edo Kussell","Evolutionary advantage of cell size control",,,,,"physics.bio-ph cond-mat.stat-mech q-bio.PE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We analyze the advantage of cell size control strategies in growing
populations under mortality constraints. We demonstrate a general advantage of
the adder control strategy in the presence of growth-dependent mortality, and
for different size-dependent mortality landscapes. Its advantage stems from
epigenetic heritability of cell size, which enables selection to act on the
distribution of cell sizes in a population to avoid mortality thresholds and
adapt to a mortality landscape.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:22:53 GMT""}]","2023-03-15"
"2303.08043","Ildefonso Castro","Ildefonso Castro, Ildefonso Castro-Infantes, and Jes\'us
  Castro-Infantes","Helicoidal minimal surfaces in the 3-sphere: An approach via spherical
  curves","22 pages, 4 figures",,,,"math.DG","http://creativecommons.org/licenses/by/4.0/","  We prove an existence and uniqueness theorem about spherical helicoidal (in
particular, rotational) surfaces with prescribed mean or Gaussian curvature in
terms of a continuous function depending on the distance to its axis. As an
application in the case of vanishing mean curvature, it is shown that the
well-known conjugation between the belicoid and the catenoid in Euclidean
three-space extends naturally to the 3-sphere to their spherical versions and
determine in a quite explicit way their associated surfaces in the sense of
Lawson. As a key tool, we use the notion of spherical angular momentum of the
spherical curves that play the role of profile curves of the minimal helicoidal
surfaces in the 3-sphere.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:23:02 GMT""}]","2023-03-15"
"2303.08044","Damian Fr\""olich","L. Thomas van Binsbergen and Damian Frolich","Happy-GLL: modular, reusable and complete top-down parsers for
  parameterized nonterminals","15 pages",,,,"cs.CL cs.PL cs.SE","http://creativecommons.org/licenses/by-nc-sa/4.0/","  Parser generators and parser combinator libraries are the most popular tools
for producing parsers. Parser combinators use the host language to provide
reusable components in the form of higher-order functions with parsers as
parameters. Very few parser generators support this kind of reuse through
abstraction and even fewer generate parsers that are as modular and reusable as
the parts of the grammar for which they are produced. This paper presents a
strategy for generating modular, reusable and complete top-down parsers from
syntax descriptions with parameterized nonterminals, based on the FUN-GLL
variant of the GLL algorithm.
  The strategy is discussed and demonstrated as a novel back-end for the Happy
parser generator. Happy grammars can contain `parameterized nonterminals' in
which parameters abstract over grammar symbols, granting an abstraction
mechanism to define reusable grammar operators. However, the existing Happy
back-ends do not deliver on the full potential of parameterized nonterminals as
parameterized nonterminals cannot be reused across grammars. Moreover, the
parser generation process may fail to terminate or may result in exponentially
large parsers generated in an exponential amount of time.
  The GLL back-end presented in this paper implements parameterized
nonterminals successfully by generating higher-order functions that resemble
parser combinators, inheriting all the advantages of top-down parsing. The
back-end is capable of generating parsers for the full class of context-free
grammars, generates parsers in linear time and generates parsers that find all
derivations of the input string. To our knowledge, the presented GLL back-end
makes Happy the first parser generator that combines all these features.
  This paper describes the translation procedure of the GLL back-end and
compares it to the LALR and GLR back-ends of Happy in several experiments.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:23:23 GMT""}]","2023-03-15"
"2303.08045","Savelii Chezhegov","Savelii Chezhegov, Alexander Rogozin, and Alexander Gasnikov","On Decentralized Nonsmooth Optimization",,,,,"math.OC","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In decentralized optimization, several nodes connected by a network
collaboratively minimize some objective function. For minimization of Lipschitz
functions lower bounds are known along with optimal algorithms. We study a
specific class of problems: linear models with nonsmooth loss functions. Our
algorithm combines regularization and dual reformulation to get an effective
optimization method with complexity better than the lower bounds.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:25:00 GMT""}]","2023-03-15"
"2303.08049","Dipankar Roy","Dipankar Roy, David A. Huse, Manas Kulkarni","Out-of-time-ordered correlator in the one-dimensional
  Kuramoto-Sivashinsky and Kardar-Parisi-Zhang equations","7 pages, 5 figures",,,,"cond-mat.stat-mech math-ph math.MP nlin.CD","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The out-of-time-ordered correlator (OTOC) has emerged as an interesting
object in both classical and quantum systems for probing the spatial spread and
temporal growth of initially local perturbations in spatially extended chaotic
systems. Here, we study the (classical) OTOC and its ``light-cone'' in the
nonlinear Kuramoto-Sivashinsky (KS) equation, using extensive numerical
simulations. We also show that the linearized KS equation exhibits a
qualitatively similar OTOC and light-cone, which can be understood via a
saddle-point analysis of the linearly unstable modes. Given the deep connection
between the KS (deterministic) and the Kardar-Parisi-Zhang (stochastic)
equations, we also explore the OTOC in the KPZ equation. More broadly, our work
unravels the intrinsic interplay between noise/instability, nonlinearity and
dissipation in partial differential equations (deterministic or stochastic)
through the lens of OTOC.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:31:22 GMT""}]","2023-03-15"
"2303.08050","Zicheng Zhang","Zicheng Zhang, Wei Sun, Tao Wang, Wei Lu, Quan Zhou, Jun he, Qiyuan
  Wang, Xiongkuo Min, and Guangtao Zhai","Subjective and Objective Quality Assessment for in-the-Wild Computer
  Graphics Images",,,,,"cs.CV eess.IV","http://creativecommons.org/licenses/by/4.0/","  Computer graphics images (CGIs) are artificially generated by means of
computer programs and are widely perceived under various scenarios, such as
games, streaming media, etc. In practice, the quality of CGIs consistently
suffers from poor rendering during production, inevitable compression artifacts
during the transmission of multimedia applications, and low aesthetic quality
resulting from poor composition and design. However, few works have been
dedicated to dealing with the challenge of computer graphics image quality
assessment (CGIQA). Most image quality assessment (IQA) metrics are developed
for natural scene images (NSIs) and validated on databases consisting of NSIs
with synthetic distortions, which are not suitable for in-the-wild CGIs. To
bridge the gap between evaluating the quality of NSIs and CGIs, we construct a
large-scale in-the-wild CGIQA database consisting of 6,000 CGIs (CGIQA-6k) and
carry out the subjective experiment in a well-controlled laboratory environment
to obtain the accurate perceptual ratings of the CGIs. Then, we propose an
effective deep learning-based no-reference (NR) IQA model by utilizing both
distortion and aesthetic quality representation. Experimental results show that
the proposed method outperforms all other state-of-the-art NR IQA methods on
the constructed CGIQA-6k database and other CGIQA-related databases. The
database will be released to facilitate further research.
","[{""version"":""v1"",""created"":""Tue, 14 Mar 2023 16:32:24 GMT""},{""version"":""v2"",""created"":""Thu, 18 May 2023 15:19:16 GMT""}]","2023-05-19"
